"","word1","word2","n"
"16625","harmless","delight",1
"16626","harmless","flirtation",1
"16627","harmless","gossip",1
"16628","harmony","engaged",1
"16629","harmony","maria",1
"16630","harp","arrived",1
"16631","harp","fetched",1
"16632","harp","flower",1
"16633","harp","stipulate",1
"16634","harriet","appeared",1
"16635","harriet","behaved",1
"16636","harriet","belonged",1
"16637","harriet","bore",1
"16638","harriet","colouring",1
"16639","harriet","coming",1
"16640","harriet","contemplating",1
"16641","harriet","depend",1
"16642","harriet","distinct",1
"16643","harriet","eager",1
"16644","harriet","eagerly",1
"16645","harriet","earnestly",1
"16646","harriet","emma",1
"16647","harriet","expressed",1
"16648","harriet","exultingly",1
"16649","harriet","forward",1
"16650","harriet","harriet's",1
"16651","harriet","ill",1
"16652","harriet","immediately",1
"16653","harriet","indignantly",1
"16654","harriet","information",1
"16655","harriet","kissed",1
"16656","harriet","leaning",1
"16657","harriet","listening",1
"16658","harriet","means",1
"16659","harriet","mine",1
"16660","harriet","modestly",1
"16661","harriet","necessarily",1
"16662","harriet","nonsense",1
"16663","harriet","notions",1
"16664","harriet","pray",1
"16665","harriet","professed",1
"16666","harriet","rational",1
"16667","harriet","rejected",1
"16668","harriet","repeated",1
"16669","harriet","returning",1
"16670","harriet","safe",1
"16671","harriet","sat",1
"16672","harriet","sighing",1
"16673","harriet","slept",1
"16674","harriet","smiled",1
"16675","harriet","smiling",1
"16676","harriet","stood",1
"16677","harriet","tempted",1
"16678","harriet","unchecked",1
"16679","harriet","undoubtedly",1
"16680","harriet","unfolded",1
"16681","harriet","unhappy",1
"16682","harriet","warmly",1
"16683","harriet","wrote",1
"16684","harriet's","acquaintance",1
"16685","harriet's","age",1
"16686","harriet's","answer",1
"16687","harriet's","attachment",1
"16688","harriet's","begging",1
"16689","harriet's","behalf",1
"16690","harriet's","behaviour",1
"16691","harriet's","cheerful",1
"16692","harriet's","cold",1
"16693","harriet's","comfort",1
"16694","harriet's","confidence",1
"16695","harriet's","cure",1
"16696","harriet's","description",1
"16697","harriet's","detail",1
"16698","harriet's","fancy",1
"16699","harriet's","features",1
"16700","harriet's","feelings",1
"16701","harriet's","footstep",1
"16702","harriet's","fortune",1
"16703","harriet's","friend",1
"16704","harriet's","habits",1
"16705","harriet's","hand",1
"16706","harriet's","happening",1
"16707","harriet's","happiness",1
"16708","harriet's","head",1
"16709","harriet's","imagination",1
"16710","harriet's","inclination",1
"16711","harriet's","infatuation",1
"16712","harriet's","memory",1
"16713","harriet's","parentage",1
"16714","harriet's","persisting",1
"16715","harriet's","picture",1
"16716","harriet's","praise",1
"16717","harriet's","ready",1
"16718","harriet's","returning",1
"16719","harriet's","secret",1
"16720","harriet's","share",1
"16721","harriet's","society",1
"16722","harriet's","solace",1
"16723","harriet's","staying",1
"16724","harriet's","succeeding",1
"16725","harriet's","superior",1
"16726","harriet's","sweet",1
"16727","harriet's","tears",1
"16728","harriet's","welfare",1
"16729","harriet's","wondering",1
"16730","harris","appeared",1
"16731","harris","arrived",1
"16732","harris's","arrival",1
"16733","harris's","report",1
"16734","harry","dashwood",1
"16735","harry","stand",1
"16736","harsh","construction",1
"16737","harsh","reflections",1
"16738","harshest","epithets",1
"16739","hart","bath_",1
"16740","hartfield","acknowledging",1
"16741","hartfield","carriage",1
"16742","hartfield","chapter",1
"16743","hartfield","days",1
"16744","hartfield","edition",1
"16745","hartfield","family",1
"16746","hartfield","harriet",1
"16747","hartfield","impatient",1
"16748","hartfield","james",1
"16749","hartfield","lose",1
"16750","hartfield","storeroom",1
"16751","hartfield","sufficiently",1
"16752","hartfield","surry",1
"16753","hartfield","yesterday",1
"16754","hartfield's","attraction",1
"16755","hartshorn","restored",1
"16756","harville","holds",1
"16757","harville","led",1
"16758","harville","left",1
"16759","harville","putting",1
"16760","harville","sister",1
"16761","harville","smiled",1
"16762","harville","true",1
"16763","harville","written",1
"16764","harville's","care",1
"16765","harville's","children",1
"16766","harville's","countenance",1
"16767","harville's","direction",1
"16768","harville's","exertions",1
"16769","harville's","giving",1
"16770","harville's","sister",1
"16771","harvilles","met",1
"16772","harvilles","settled",1
"16773","harvilles","silenced",1
"16774","harvilles","supposed",1
"16775","hashes","brought",1
"16776","haste","fanny",1
"16777","hastened","catherine",1
"16778","hastened","forward",1
"16779","hastening","home",1
"16780","hastily","advancing",1
"16781","hastily","closed",1
"16782","hastily","collecting",1
"16783","hastily","forming",1
"16784","hastily","forward",1
"16785","hastily","informed",1
"16786","hastily","leaving",1
"16787","hastily","pray",1
"16788","hastily","preparing",1
"16789","hastily","rejected",1
"16790","hastily","replied",1
"16791","hastily","resolve",1
"16792","hastily","seizing",1
"16793","hastily","snuffed",1
"16794","hastily","walked",1
"16795","hasty","decision",1
"16796","hasty","departure",1
"16797","hasty","engagement",1
"16798","hasty","exclamation",1
"16799","hasty","finish",1
"16800","hasty","glimpse",1
"16801","hasty","impulse",1
"16802","hasty","indignation",1
"16803","hasty","kiss",1
"16804","hasty","leave",1
"16805","hasty","measures",1
"16806","hasty","pace",1
"16807","hasty","range",1
"16808","hasty","removal",1
"16809","hasty","sir",1
"16810","hasty","washing",1
"16811","hat","sat",1
"16812","hate","haggling",1
"16813","hate","italian",1
"16814","hate","money",1
"16815","hate","sending",1
"16816","hated","company",1
"16817","hated","confinement",1
"16818","hated","dancing",1
"16819","hated","fine",1
"16820","hated","marriage",1
"16821","hated","pitiful",1
"16822","hated","sitting",1
"16823","hateful","evidences",1
"16824","hatefully","mercenary",1
"16825","hates","london",1
"16826","hates","trouble",1
"16827","hates","whist",1
"16828","hating","change",1
"16829","haughty","composure",1
"16830","haughty","notice",1
"16831","haughty","reserved",1
"16832","hautboy","infinitely",1
"16833","hawkins","browne's",1
"16834","hawkins's","happiness",1
"16835","hay","harvest",1
"16836","haye","park",1
"16837","hayter","exceedingly",1
"16838","hayter","returned",1
"16839","hayter","yesterday",1
"16840","hayter's","feelings",1
"16841","hayters","mary",1
"16842","hazard","till",1
"16843","hazel","nut",1
"16844","hazle","eye",1
"16845","hazy","atmosphere",1
"16846","head","ached",1
"16847","head","ah",1
"16848","head","ay",1
"16849","head","chapter",1
"16850","head","confirmed",1
"16851","head","coolly",1
"16852","head","dear",1
"16853","head","divided",1
"16854","head","edmund",1
"16855","head","edward",1
"16856","head","emma",1
"16857","head","feared",1
"16858","head","isabella",1
"16859","head","living",1
"16860","head","miss",1
"16861","head","mobs",1
"16862","head","naturally",1
"16863","head","presuming",1
"16864","head","produces",1
"16865","head","runs",1
"16866","head","teacher",1
"16867","head","tonight",1
"16868","head","whispered",1
"16869","headed","nonsense",1
"16870","headed","unfeeling",1
"16871","headstrong","foolish",1
"16872","headstrong","girl",1
"16873","headstrong","lady",1
"16874","headstrong","proud",1
"16875","healing","powers",1
"16876","health","activity",1
"16877","health","chapter",1
"16878","health","cheerful",1
"16879","health","elinor",1
"16880","health","friends",1
"16881","health","imputing",1
"16882","health","margaret",1
"16883","health","perfectly",1
"16884","health","unhappily",1
"16885","health","wealth",1
"16886","healthful","girl",1
"16887","healthy","children",1
"16888","healthy","glowing",1
"16889","healthy","love",1
"16890","healthy","spot",1
"16891","hear","_that_",1
"16892","hear","bertram",1
"16893","hear","compliments",1
"16894","hear","darcy",1
"16895","hear","george",1
"16896","hear","her's",1
"16897","hear","hunsford",1
"16898","hear","inclining",1
"16899","hear","isabella's",1
"16900","hear","jane",1
"16901","hear","marianne's",1
"16902","hear","papa",1
"16903","hear","presently",1
"16904","hear","strange",1
"16905","hear","unmoved",1
"16906","heard","admired",1
"16907","heard","astonished",1
"16908","heard","chapter",1
"16909","heard","distinctly",1
"16910","heard","elinor",1
"16911","heard","elizabeth",1
"16912","heard","emma",1
"16913","heard","evil",1
"16914","heard","frank",1
"16915","heard","harriet",1
"16916","heard","named",1
"16917","heard","patty",1
"16918","heard","repeatedly",1
"16919","heard","returning",1
"16920","heard","sir",1
"16921","heard","speaking",1
"16922","heard","tilney",1
"16923","heard","willoughby",1
"16924","heard","willoughby's",1
"16925","heard","yesterday",1
"16926","hearing","frank",1
"16927","hearing","harriet's",1
"16928","hearing","henry",1
"16929","hearing","looked",1
"16930","hearing","lucy's",1
"16931","hearing","marianne's",1
"16932","hearing","supposing",1
"16933","hearing","willoughby's",1
"16934","hears","worse",1
"16935","heart","amended",1
"16936","heart","anew",1
"16937","heart","anne",1
"16938","heart","anticipating",1
"16939","heart","aware",1
"16940","heart","believed",1
"16941","heart","bled",1
"16942","heart","broken",1
"16943","heart","combe",1
"16944","heart","completely",1
"16945","heart","constant",1
"16946","heart","edward",1
"16947","heart","elinor",1
"16948","heart","elizabeth",1
"16949","heart","failed",1
"16950","heart","fluttered",1
"16951","heart","hardened",1
"16952","heart","hollow",1
"16953","heart","instantaneously",1
"16954","heart","lamented",1
"16955","heart","leaped",1
"16956","heart","light",1
"16957","heart","lived",1
"16958","heart","lucy",1
"16959","heart","mary",1
"16960","heart","miss",1
"16961","heart","nerves",1
"16962","heart","pierced",1
"16963","heart","poor",1
"16964","heart","produced",1
"16965","heart","prophesied",1
"16966","heart","rending",1
"16967","heart","retained",1
"16968","heart","returning",1
"16969","heart","revelled",1
"16970","heart","revolted",1
"16971","heart","scenes",1
"16972","heart","service",1
"16973","heart","smith",1
"16974","heart","speaking",1
"16975","heart","spoke",1
"16976","heart","suggested",1
"16977","heart","taught",1
"16978","heart","thanked",1
"16979","heart","trusting",1
"16980","heart","wrung",1
"16981","hearted","ambition",1
"16982","hearted","ashamed",1
"16983","hearted","blunt",1
"16984","hearted","boy",1
"16985","hearted","civility",1
"16986","hearted","communication",1
"16987","hearted","creature",1
"16988","hearted","elinor",1
"16989","hearted","fellow",1
"16990","hearted","friend",1
"16991","hearted","gentle",1
"16992","hearted","griping",1
"16993","hearted","indifference",1
"16994","hearted","intercourse",1
"16995","hearted","polite",1
"16996","hearted","rascal",1
"16997","hearted","selfishness",1
"16998","hearted","sister",1
"16999","hearted","unreserved",1
"17000","hearted","vain",1
"17001","hearted","woman",1
"17002","heartfelt","delight",1
"17003","heartfelt","felicities",1
"17004","heartiest","meal",1
"17005","heartily","approve",1
"17006","heartily","approved",1
"17007","heartily","congratulated",1
"17008","heartily","expressed",1
"17009","heartily","forgiven",1
"17010","heartily","grieve",1
"17011","heartily","rejoice",1
"17012","heartily","rejoiced",1
"17013","heartily","sick",1
"17014","heartily","weary",1
"17015","heartily","wished",1
"17016","heartless","elegance",1
"17017","hearts","broke",1
"17018","hearts","meet",1
"17019","hearts","pressing",1
"17020","hearty","answer",1
"17021","hearty","approbation",1
"17022","hearty","assent",1
"17023","hearty","concurrence",1
"17024","hearty","consent",1
"17025","hearty","laugh",1
"17026","hearty","support",1
"17027","heat","overcame",1
"17028","heated","agitated",1
"17029","heated","bodies",1
"17030","heated","fancy",1
"17031","heath","blossoms",1
"17032","heathen","heroes",1
"17033","heathen","mythology",1
"17034","heaven","brighton",1
"17035","heaven","cried",1
"17036","heaven","defend",1
"17037","heaven","tis",1
"17038","heaven's","_last_",1
"17039","heavenly","drive",1
"17040","heavenly","flight",1
"17041","heavenly","style",1
"17042","heavens","charles",1
"17043","heavier","chagrin",1
"17044","heaviest","stone",1
"17045","heaviest","weather",1
"17046","heavily","passed",1
"17047","heavily","uniting",1
"17048","heavy","aggravation",1
"17049","heavy","arrear",1
"17050","heavy","bills",1
"17051","heavy","call",1
"17052","heavy","catherine",1
"17053","heavy","chest",1
"17054","heavy","cold",1
"17055","heavy","disappointment",1
"17056","heavy","doors",1
"17057","heavy","expense",1
"17058","heavy","heart",1
"17059","heavy","jokes",1
"17060","heavy","melancholy",1
"17061","heavy","misfortune",1
"17062","heavy","misfortunes",1
"17063","heavy","rain",1
"17064","heavy","restless",1
"17065","heavy","rumble",1
"17066","heavy","scene",1
"17067","heavy","set",1
"17068","heavy","shower",1
"17069","heavy","step",1
"17070","heavy","stupor",1
"17071","heavy","tone",1
"17072","heavy","weight",1
"17073","hectic","symptoms",1
"17074","hedges","gates",1
"17075","heedless","scheme",1
"17076","height","air",1
"17077","heightened","gratitude",1
"17078","heightening","alarm",1
"17079","heightening","danger",1
"17080","heinous","offense",1
"17081","heir","apparents",1
"17082","heir","expectant",1
"17083","heir","pray",1
"17084","heirs","male",1
"17085","helping","charlotte",1
"17086","helpless","creature",1
"17087","helpless","forlorn",1
"17088","helpless","friendless",1
"17089","helpless","sir",1
"17090","helpless","widow",1
"17091","helpmate","desirous",1
"17092","henceforth","admit",1
"17093","henrietta","conscious",1
"17094","henrietta","directly",1
"17095","henrietta","eager",1
"17096","henrietta","finding",1
"17097","henrietta","found",1
"17098","henrietta","leaning",1
"17099","henrietta","looked",1
"17100","henrietta","marry",1
"17101","henrietta","mary",1
"17102","henrietta","remained",1
"17103","henrietta","returned",1
"17104","henrietta","sinking",1
"17105","henrietta","suddenly",1
"17106","henrietta's","coming",1
"17107","henrietta's","manner",1
"17108","henrietta's","match",1
"17109","henrietta's","schemes",1
"17110","henrietta's","stead",1
"17111","henrietta's","views",1
"17112","henrietta's","wedding",1
"17113","henry","closing",1
"17114","henry","cried",1
"17115","henry","cut",1
"17116","henry","drove",1
"17117","henry","endeavouring",1
"17118","henry","equally",1
"17119","henry","frederick",1
"17120","henry","john",1
"17121","henry","left",1
"17122","henry","loved",1
"17123","henry","overjoyed",1
"17124","henry","remember",1
"17125","henry","russell's",1
"17126","henry","stept",1
"17127","henry","suffered",1
"17128","henry","supplanted",1
"17129","henry","talked",1
"17130","henry","walked",1
"17131","henry","warmly",1
"17132","henry's","absence",1
"17133","henry's","account",1
"17134","henry's","address",1
"17135","henry's","answer",1
"17136","henry's","arrival",1
"17137","henry's","assistance",1
"17138","henry's","astonishing",1
"17139","henry's","authority",1
"17140","henry's","banishment",1
"17141","henry's","concluding",1
"17142","henry's","departure",1
"17143","henry's","entire",1
"17144","henry's","eyes",1
"17145","henry's","genius",1
"17146","henry's","gratified",1
"17147","henry's","importance",1
"17148","henry's","income",1
"17149","henry's","indignation",1
"17150","henry's","instructions",1
"17151","henry's","kite",1
"17152","henry's","messages",1
"17153","henry's","protection",1
"17154","henry's","requesting",1
"17155","henry's","return",1
"17156","henry's","smile",1
"17157","henry's","wife",1
"17158","henry's","words",1
"17159","hens","forsaking",1
"17160","her's","admired",1
"17161","hereford","chapter",1
"17162","heretofore","miss",1
"17163","hermitage","elizabeth",1
"17164","hermitage","walk",1
"17165","hero","threw",1
"17166","heroes","mouths",1
"17167","heroic","enjoyments",1
"17168","heroic","height",1
"17169","heroic","importance",1
"17170","heroic","possessed",1
"17171","heroically","disposed",1
"17172","heroine","returning",1
"17173","heroine's","countenance",1
"17174","heroine's","dignity",1
"17175","heroine's","entree",1
"17176","heroine's","life",1
"17177","heroine's","opinion",1
"17178","heroine's","portion",1
"17179","heroism","danger",1
"17180","heroism","fortitude",1
"17181","heroism","reached",1
"17182","hertfordshire","anxiously",1
"17183","hertfordshire","friends",1
"17184","hertfordshire","news",1
"17185","hertfordshire","paid",1
"17186","hesitated","luckily",1
"17187","hesitating","manner",1
"17188","hesitatingly","replied",1
"17189","hesitation","declared",1
"17190","hesitation","harriet",1
"17191","hesitation","replied",1
"17192","heterogeneous","mass",1
"17193","hey","isabella's",1
"17194","hey","shepherd",1
"17195","heyday","miss",1
"17196","highbury","afforded",1
"17197","highbury","altogether",1
"17198","highbury","belonged",1
"17199","highbury","card",1
"17200","highbury","dear",1
"17201","highbury","donwell",1
"17202","highbury","engaged",1
"17203","highbury","entire",1
"17204","highbury","feel",1
"17205","highbury","gossips",1
"17206","highbury","handsome",1
"17207","highbury","highbury",1
"17208","highbury","included",1
"17209","highbury","including",1
"17210","highbury","people",1
"17211","highbury","professedly",1
"17212","highbury","road",1
"17213","highbury","world",1
"17214","highflown","expressions",1
"17215","highly","absurd",1
"17216","highly","acceptable",1
"17217","highly","admired",1
"17218","highly","advisable",1
"17219","highly","applauded",1
"17220","highly","approved",1
"17221","highly","beautiful",1
"17222","highly","blamable",1
"17223","highly","blameable",1
"17224","highly","comic",1
"17225","highly","commendable",1
"17226","highly","conciliating",1
"17227","highly","desirable",1
"17228","highly","disrespectful",1
"17229","highly","diverted",1
"17230","highly","entertained",1
"17231","highly","entertaining",1
"17232","highly","esteeming",1
"17233","highly","favourable",1
"17234","highly","fed",1
"17235","highly","grateful",1
"17236","highly","gratify",1
"17237","highly","improper",1
"17238","highly","imprudent",1
"17239","highly","incumbent",1
"17240","highly","indecorous",1
"17241","highly","injudicious",1
"17242","highly","objectionable",1
"17243","highly","pleased",1
"17244","highly","prized",1
"17245","highly","probable",1
"17246","highly","rated",1
"17247","highly","rational",1
"17248","highly","regarded",1
"17249","highly","reprehensible",1
"17250","highly","respectable",1
"17251","highly","respected",1
"17252","highly","satisfactory",1
"17253","highly","strained",1
"17254","highly","suitable",1
"17255","highly","unfit",1
"17256","highly","unpleasing",1
"17257","highly","unreasonable",1
"17258","hilarity","burst",1
"17259","hill","anne",1
"17260","hill","crossed",1
"17261","hill","crowned",1
"17262","hill","hear",1
"17263","hill","louisa",1
"17264","hill","tomorrow",1
"17265","hills","miss",1
"17266","hills","rising",1
"17267","hills","rose",1
"17268","hills","steep",1
"17269","hindrance","thrown",1
"17270","hint","fanny",1
"17271","hint","frank",1
"17272","hint","isabella",1
"17273","hint","lady",1
"17274","hint","rose",1
"17275","hints","broadest",1
"17276","hints","producing",1
"17277","hire","fanny",1
"17278","history","dwindled",1
"17279","history","real",1
"17280","history","repeated",1
"17281","hitherto","animated",1
"17282","hitherto","believed",1
"17283","hitherto","contained",1
"17284","hitherto","forgotten",1
"17285","hitherto","happily",1
"17286","hitherto","held",1
"17287","hitherto","misunderstood",1
"17288","hitherto","perfectly",1
"17289","hitherto","restrained",1
"17290","hitherto","sat",1
"17291","hitherto","unknown",1
"17292","hitherto","untried",1
"17293","hobby","horse",1
"17294","hodges","_would_",1
"17295","hodges","wright",1
"17296","hold","edward",1
"17297","hold","sir",1
"17298","hold","susan's",1
"17299","hold","ten",1
"17300","holding","cheap",1
"17301","holding","exercise",1
"17302","holding","hats",1
"17303","holiday","allowed",1
"17304","holiday","betsey",1
"17305","holiday","sport",1
"17306","holidays","marianne",1
"17307","hollow","murmurs",1
"17308","holly","protected",1
"17309","holy","writ",1
"17310","home","affords",1
"17311","home","agreeable",1
"17312","home","ah",1
"17313","home","allowed",1
"17314","home","baked",1
"17315","home","begin",1
"17316","home","called",1
"17317","home","catherine",1
"17318","home","cold",1
"17319","home","comfortable",1
"17320","home","coming",1
"17321","home","confers",1
"17322","home","cork",1
"17323","home","country",1
"17324","home","cried",1
"17325","home","darcy",1
"17326","home","determined",1
"17327","home","elinor's",1
"17328","home","excepting",1
"17329","home","farm",1
"17330","home","grew",1
"17331","home","half",1
"17332","home","instantly",1
"17333","home","louisa",1
"17334","home","marianne",1
"17335","home","marianne's",1
"17336","home","meadows",1
"17337","home","nay",1
"17338","home","ornamented",1
"17339","home","pleased",1
"17340","home","portsmouth",1
"17341","home","presiding",1
"17342","home","queen",1
"17343","home","questions",1
"17344","home","quiet",1
"17345","home","remaining",1
"17346","home","representation",1
"17347","home","required",1
"17348","home","restraint",1
"17349","home","safe",1
"17350","home","salisbury",1
"17351","home","scene",1
"17352","home","service",1
"17353","home","sir",1
"17354","home","yesterday",1
"17355","homely","pursuits",1
"17356","hon","lord",1
"17357","hon","miss",1
"17358","honest","affection",1
"17359","honest","assurance",1
"17360","honest","confession",1
"17361","honest","generous",1
"17362","honest","indignation",1
"17363","honest","motive",1
"17364","honest","pride",1
"17365","honest","reckoner",1
"17366","honest","regret",1
"17367","honest","relish",1
"17368","honest","simplicity",1
"17369","honest","stupid",1
"17370","honest","words",1
"17371","honestly","blind",1
"17372","honestly","telling",1
"17373","honesty","directed",1
"17374","honesty","rich",1
"17375","honorably","distinguished",1
"17376","honour","decorum",1
"17377","honour","earlier",1
"17378","honour","glanced",1
"17379","honour","mary",1
"17380","honourable","cousin",1
"17381","honourable","exertions",1
"17382","honourable","john",1
"17383","honourable","lady",1
"17384","honourable","manner",1
"17385","honourable","mention",1
"17386","honourable","prisoner",1
"17387","honourable","representation",1
"17388","honourable","station",1
"17389","honourable","terms",1
"17390","honourable","testimony",1
"17391","honourable","toils",1
"17392","honourable","tribute",1
"17393","honourably","acquitted",1
"17394","honourably","conveyed",1
"17395","honourably","nobly",1
"17396","honourably","released",1
"17397","honoured","uncle",1
"17398","honoured","witness",1
"17399","hood","wink'd",1
"17400","hoop","rings",1
"17401","hop","step",1
"17402","hope","_my_",1
"17403","hope","acquit",1
"17404","hope","added",1
"17405","hope","admiral",1
"17406","hope","bath",1
"17407","hope","emma",1
"17408","hope","foolish",1
"17409","hope","humph",1
"17410","hope","improved",1
"17411","hope","lay",1
"17412","hope","marianne",1
"17413","hope","pretty",1
"17414","hope","rational",1
"17415","hope","resumed",1
"17416","hope","shortly",1
"17417","hope","smiled",1
"17418","hope","solicitude",1
"17419","hope","strengthened",1
"17420","hope","till",1
"17421","hope","time",1
"17422","hoped","_he_",1
"17423","hoped","cheat",1
"17424","hoped","cried",1
"17425","hoped","ere",1
"17426","hoped","miss",1
"17427","hoped","uncertain",1
"17428","hopeful","sir",1
"17429","hopeful","undertaking",1
"17430","hopeless","agony",1
"17431","hopeless","business",1
"17432","hopeless","miss",1
"17433","hopeless","situation",1
"17434","hopeless","son",1
"17435","hopes","catherine",1
"17436","hopes","drew",1
"17437","hopes","elinor's",1
"17438","hopes","harriet",1
"17439","hopes","succeeded",1
"17440","hoping","fearing",1
"17441","hoping","intending",1
"17442","horrible","blunders",1
"17443","horrible","darcy",1
"17444","horrible","eligibilities",1
"17445","horrible","evil",1
"17446","horrible","flirt",1
"17447","horrible","idea",1
"17448","horrible","indelicacy",1
"17449","horrible","ingratitude",1
"17450","horrible","insensibility",1
"17451","horrible","mother",1
"17452","horrible","story",1
"17453","horrible","suspense",1
"17454","horribly","sir",1
"17455","horribly","vile",1
"17456","horrid","book",1
"17457","horrid","lord",1
"17458","horrid","mysteries",1
"17459","horrid","projects",1
"17460","horrid","scenes",1
"17461","horrid","sight",1
"17462","horrid","suggestions",1
"17463","horrid","unpleasant",1
"17464","horridest","nonsense",1
"17465","horror","oppressed",1
"17466","horror","sir",1
"17467","horrors","unmoved",1
"17468","horse","chaise",1
"17469","horse","continued",1
"17470","horse","moved",1
"17471","horse","recovered",1
"17472","horse","seats",1
"17473","horse","threw",1
"17474","horse","woman",1
"17475","horse's","head",1
"17476","horseback","drew",1
"17477","horseback","riding",1
"17478","horsemen's","greatcoats",1
"17479","horses","arrived",1
"17480","horses","directly",1
"17481","horses","disposed",1
"17482","horses","dogs",1
"17483","horses","drew",1
"17484","horses","henry",1
"17485","horses","isabella",1
"17486","horses","returning",1
"17487","horses","table",1
"17488","horsewoman","pleasant",1
"17489","horsewoman","walking",1
"17490","hospitable","mary",1
"17491","hospitality","till",1
"17492","hostile","hints",1
"17493","hot","baths",1
"17494","hot","climate",1
"17495","hot","closets",1
"17496","hot","fits",1
"17497","hot","house",1
"17498","hot","houses",1
"17499","hot","morning",1
"17500","hot","park",1
"17501","hot","sun",1
"17502","hot","supper",1
"17503","hotel","ate",1
"17504","hotel","ensured",1
"17505","hotel","swallowed",1
"17506","hour","approached",1
"17507","hour","asleep",1
"17508","hour","bestowed",1
"17509","hour","catherine",1
"17510","hour","chapter",1
"17511","hour","coming",1
"17512","hour","desirous",1
"17513","hour","earlier",1
"17514","hour","extraordinary",1
"17515","hour","giving",1
"17516","hour","hoping",1
"17517","hour","jane",1
"17518","hour","replied",1
"17519","hour","seldom",1
"17520","hour","sooner",1
"17521","hour","spent",1
"17522","hour","stolen",1
"17523","hour","tie",1
"17524","hour","till",1
"17525","hour","twenty",1
"17526","hour's","acquaintance",1
"17527","hour's","comfort",1
"17528","hour's","complete",1
"17529","hour's","discourse",1
"17530","hour's","ennui",1
"17531","hour's","entreaty",1
"17532","hour's","free",1
"17533","hour's","leisure",1
"17534","hour's","quiet",1
"17535","hour's","relation",1
"17536","hour's","rest",1
"17537","hour's","ride",1
"17538","hour's","silent",1
"17539","hour's","solitude",1
"17540","hour's","tete",1
"17541","hour's","uninterrupted",1
"17542","hour's","visit",1
"17543","hourly","comfort",1
"17544","hourly","difference",1
"17545","hourly","evil",1
"17546","hourly","flattery",1
"17547","hourly","grating",1
"17548","hours","crowds",1
"17549","hours","earlier",1
"17550","hours","endeavouring",1
"17551","hours","flew",1
"17552","hours","fond",1
"17553","hours","giving",1
"17554","hours","learn",1
"17555","hours","margaret",1
"17556","hours","pleasures",1
"17557","hours","poor",1
"17558","hours","saunter",1
"17559","hours","spent",1
"17560","hours","unquiet",1
"17561","hours","wait",1
"17562","house","_he_",1
"17563","house","admired",1
"17564","house","amidst",1
"17565","house","astonished",1
"17566","house","attributing",1
"17567","house","barton",1
"17568","house","begins",1
"17569","house","bell",1
"17570","house","belonged",1
"17571","house","busily",1
"17572","house","commodious",1
"17573","house","dawdling",1
"17574","house","diverted",1
"17575","house","drew",1
"17576","house","elevated",1
"17577","house","emma",1
"17578","house","excluded",1
"17579","house","extremely",1
"17580","house","family",1
"17581","house","feeling",1
"17582","house","fronts",1
"17583","house","garden",1
"17584","house","hall",1
"17585","house","heard",1
"17586","house","henry",1
"17587","house","heyday",1
"17588","house","immediately",1
"17589","house","lady",1
"17590","house","marianne",1
"17591","house","matters",1
"17592","house","miss",1
"17593","house","modern",1
"17594","house","nominally",1
"17595","house","observed",1
"17596","house","past",1
"17597","house","proposed",1
"17598","house","pushed",1
"17599","house","receive",1
"17600","house","reckoned",1
"17601","house","richly",1
"17602","house","sashed",1
"17603","house","sharing",1
"17604","house","stands",1
"17605","house","started",1
"17606","house","thinking",1
"17607","house","till",1
"17608","house","walked",1
"17609","house","whichever",1
"17610","house","woman",1
"17611","house","yates",1
"17612","house","yesterday",1
"17613","household","arrangements",1
"17614","household","cares",1
"17615","household","linen",1
"17616","household","sir",1
"17617","household","slept",1
"17618","housekeeper","added",1
"17619","housekeeper","coming",1
"17620","housekeeper","declared",1
"17621","housekeeper","directions",1
"17622","housekeeper","directly",1
"17623","housekeeper","told",1
"17624","housekeepers","flirting",1
"17625","housekeeping","neighbours",1
"17626","housemaid","prevented",1
"17627","housemaid's","care",1
"17628","housemaid's","folding",1
"17629","houseroom","till",1
"17630","houses","hereabouts",1
"17631","houses","scattered",1
"17632","houses","superior",1
"17633","hughes","directly",1
"17634","hughes","satisfied",1
"17635","hughes","talked",1
"17636","hughes","told",1
"17637","hulk","ha",1
"17638","human","calculation",1
"17639","human","character",1
"17640","human","creature's",1
"17641","human","creatures",1
"17642","human","disclosure",1
"17643","human","events",1
"17644","human","fate",1
"17645","human","intellect",1
"17646","human","perfection",1
"17647","human","probability",1
"17648","human","virtue",1
"17649","humanity","required",1
"17650","humanity","ruined",1
"17651","humble","answer",1
"17652","humble","grateful",1
"17653","humble","home",1
"17654","humble","ideas",1
"17655","humble","mood",1
"17656","humble","opinion",1
"17657","humble","respects",1
"17658","humble","servant",1
"17659","humble","tenements",1
"17660","humble","vanity",1
"17661","humiliating","picture",1
"17662","humility","assiduous",1
"17663","humour","agreed",1
"17664","humour","anne",1
"17665","humour","dinner",1
"17666","humour","eager",1
"17667","humour","elinor",1
"17668","humour","encouraged",1
"17669","humour","ha",1
"17670","humour","increased",1
"17671","humour","mary",1
"17672","humour","reserve",1
"17673","humour","sotherton",1
"17674","humour","walking",1
"17675","humoured","accomplished",1
"17676","humoured","acquiescence",1
"17677","humoured","agreeable",1
"17678","humoured","cheerful",1
"17679","humoured","concern",1
"17680","humoured","countenance",1
"17681","humoured","dependence",1
"17682","humoured","fellow",1
"17683","humoured","lively",1
"17684","humoured","merry",1
"17685","humoured","mutual",1
"17686","humoured","notice",1
